free_text,label_id,is_synthetic,temp_id,quality_score
Thầy chơi bẩn vậy sao? Đéo có tí đạo đức nào.,2,True,3501,5
"Đây là nói chuyện công lý chứ đéo phải đi tống tiền, hiểu chưa con chó ngu. Mẹ mày, nếu công ty nó đưa tiền đến tận mồm thì mày làm sao hả con chó? Bọn mày lừa gạt người nghèo, không học thức, hiểu chưa con chó ngu? Nếu mày thấy an toàn thì cả họ nhà mày đi mà uống thuốc diệt cỏ cho khỏe.",2,True,3502,5
"Cho xin địa chỉ đi, tao gửi ít đồ 'siêu to khổng lồ' cho thần tượng của tao. Nhà mày ở xó nào hả con chó?",2,True,3503,5
Mày đúng là con điên.,2,True,3504,3
Đã chơi đá giờ thành người hoang tưởng rồi.,2,True,3505,4
"Ê mấy con dog điên, đâu rồi ra đây cho tui nhìn cái mõm chó mấy bây coi!",2,True,3506,5
"Mấy thằng quan chức ăn lương nhà nước thì làm gì có tiền hỗ trợ dân, toàn tiền chôn dưới đất thôi chứ làm quái gì dám đụng vào ngân hàng mà sợ bị lộ, cười ỉa 😂😂😂",2,True,3507,4
"Bọn CS đúng là bầy thú săn mồi, thấy gì cũng muốn ngoạm hết, bất chấp thủ đoạn. Chỉ trừ khi con mồi đủ cứng thì chúng mới bỏ cuộc. Bản chất của tụi nó là ăn cướp, trộm cắp thôi.",2,True,3508,5
Chị Ba làm lồn gì có cái thứ gì để mà xài giẻ rách vậy trời haha,2,True,3509,5
Tao đéo quan tâm thằng nào lãnh đạo cái lồn gì hết!,2,True,3510,5
Mày fan cứng hay fan đú vậy cha nội? 😂,2,True,3511,3
Cho tao liếm lồn mày cái đi anh bạn :)),2,True,3512,5
"Mày mới là đồ nhảm nhí, con chó đẻ!",2,True,3513,5
"Nói cho dễ hiểu nè, thằng ăn cướp mà còn đeo mác Đảng thì phải tin nó chứ sao. Không tin nó tức là mày phản động, là địch, là chống Đảng đó. Vì cái Đảng này nó có làm từ thiện đéo đâu, chỉ thích nhảy vào vét sạch thôi nhé.",2,True,3514,5
"Tao đang tìm một con bò cạp cực kỳ thuyết phục, có hậu tạ hậu hĩnh nha :;)",2,True,3515,3
"Có lửa thì có khói chứ sao, giống vụ Tiên Lãng Hải Phòng ấy, chết oan cho bọn chó tham lam ăn cướp.",2,True,3516,5
Thằng già sống bẩn bựa quá đi mất.,2,True,3517,5
Bọn đảng cộng sản đéo chết được đâu. Toàn người tốt vì cộng đồng thì chết hết. Đúng là vl.,2,True,3518,5
"Dạo này thấy cái page này xàm lồn vãi. Chửi thì chửi cho đúng, cái gì đáng chửi thì chửi. Chứ cái lồn gì cũng chửi, sai cũng chửi, đúng cũng chửi. Đúng là Chí Phèo phiên bản lỗi.",2,True,3519,4
"Bắn bỏ hết mẹ lũ quan tham đi, lũ chó má!",2,True,3520,5
"Nhanh lên chó đẻ, địt mẹ mày!",2,True,3521,5
"Thực ra mấy con ba que chỉ là lũ ăn hại, đục khoét dân lành. Chúng nó chỉ giỏi thao túng dư luận, bóp méo sự thật để vơ vét tài sản, khiến đất nước trì trệ. Lũ khốn nạn này còn là thầy của bọn bò đỏ ngu xuẩn, chỉ biết nghe lời nhồi sọ mà không nhận ra. Bọn bò đỏ ơi, tỉnh ngộ đi, đừng để bị lũ tàu khựa thao túng như nội tạng của chính mình!",2,True,3522,5
Phương Minn này toàn cố tình lượn lờ để câu view bán hàng online chứ gì :))) Sống sao cho tử tế lên đi bà cô ơi!,2,True,3523,4
"Abe vừa phun cái gì ra vậy hả, nghe mà thấy cồng kềnh vãi!",2,True,3524,4
"Lũ DLV ngu như bò, còn bày đặt hùa nhau thể hiện. Đúng là cặn bã của xã hội, đầu óc toàn phân. Lại còn có thằng sủa bừa là Việt Tân tài trợ cho thằng Phan Anh nữa chứ, đúng là lũ chó săn.",2,True,3525,5
Nhiều khi tui đây cũng không muốn kỳ thị mấy đứa bê đê đâu nhưng nhìn chúng nó hành xử thì không ki thị cũng không được.,2,True,3526,5
"Vô liêm sỉ, dối trá, độc ác mà còn đòi làm chỗ dựa văn minh sao? Nhìn lại mấy lời đảng viên nói mà xem, đúng là hết thuốc chữa!",2,True,3527,5
"Idol của lòng tui đây, Vũ Khắc Cặc đích thực!",2,True,3528,5
"Nhà nước mình nên mạnh tay xử lý mấy đứa đi nước ngoài về trốn khai báo y tế đi. Đứa nào mà về nước trốn khai báo, phát hiện dương tính là tống cổ ra bắn bỏ hết!",2,True,3529,5
"Ông làm mọi thứ rối tung lên hết rồi đó ông ơi, như cái đống lộn xộn!",2,True,3530,3
"Địt mẹ, mất cái xe thì bảo ""Chúng tôi đang điều tra"". Bán hàng rong lấn chiếm vỉa hè thì ""giải quyết ngay lập tức"". Nực cười vl, đúng là bọn chó săn hành chính!",2,True,3531,5
Mày bán có 3-4 triệu mà giờ giảm còn 300k-400k? Nói dối như cuội còn ra vẻ dạy đời người khác. Mồm mày ngày thường ăn phải gai tre hay sao mà nói chuyện nghe cứ xộn lào thế?,2,True,3532,4
"Biến đi cho nước nó trong, đồ phiền phức!",2,True,3533,4
"Khánh Hòa rõ ràng không gần 35 nhưng lại gần 34 nên vẫn ép nghỉ. Đúng là bệnh thành tích, đâm đầu vào làm liều. (Em nói xong đừng ai ném đá em nha, em sợ đau lắm ạ!)",2,True,3534,3
"ĐM, đứa nào dám nguyền rủa Bác Hồ của tau bị covid thì liệu hồn cái mạng chó của mày!",2,True,3535,5
Đồ chó điên khùng này ở Việt Nam thì chết cho nhanh đi.,2,True,3536,5
Con đĩ điên này ở VN thì biến mẹ mày đi cho nước nó trong.,2,True,3537,5
Dân DLV giờ còn ôm cả kinh tế hả trời? Hay lạc bài rồi ông cháu?,2,True,3538,3
DLV bữa nay lấn sân sang kinh tế luôn à? Hay bị lạc đề?,2,True,3539,3
"Con này đúng là xạo ke, lừa đảo trắng trợn không chừa ai hết.",2,True,3540,5
Con đĩ này xạo lồn tới mức không còn chỗ nào để nói.,2,True,3541,5
"Ông già hám tiền vãi lồn, tay này nhận, mồm kia nói.",2,True,3542,5
"Ông già tham lam như chó, tay thì vơ vét, mồm thì thao túng.",2,True,3543,5
Thằng làm nghề giáo dục mà cuồng like như thằng điên.,2,True,3544,5
Thầy giáo mà ham like như thằng nghiện thuốc.,2,True,3545,4
Tao xem cái con quỷ mặt rỗ Trần Đoàn mà tức muốn nổ tung lồng ngực.,2,True,3546,5
"Trời ạ, nhìn con quỷ mặt rỗ đó mà tao tức điên người.",2,True,3547,5
"Đù má, vía dữ thần vậy trời.",2,True,3548,4
"Trời ơi, vía nặng vãi lồn.",2,True,3549,3
"Mẹ cái loại đàn ông không phải, đàn bà cũng không, xàm lồn quen.",2,True,3550,5
"Đúng là cái thứ nửa nam nửa nữ, xàm lol riết thành quen.",2,True,3551,5
"Mỗi người một việc, đm thằng đăng bài ngu không thể chịu nổi.",2,True,3552,5
"Ai làm việc nấy đi, trời ạ, thằng đăng bài ngu si đần độn.",2,True,3553,5
"Đăng bài vì 3 cái gì đó thì có, chứ cái lờ là 3 hét kiếp này cũng không bao giờ có.",2,True,3554,5
"Có thể vì 3 cái gì đó mà nó hét, nhưng cái mồm nó thì cả đời này không bao giờ có.",2,True,3555,5
"Lương tháng có 600 bạc mà ngu như chó, đúng là chó săn và con mồi.",2,True,3556,5
"Lương tháng 600 bạc mà ngu như cho, gọi là chó và người đi săn.",2,True,3557,5
Thằng admin lại sủa bậy nữa rồi.,2,True,3558,5
Thằng Ad lại sủa như con chó.,2,True,3559,5
"Con này là bê đê bóng lộn xấu kinh, xấu xúc phạm người nhìn.",2,True,3560,5
"Con bê đê bóng lộn này xấu vl, xấu muốn mù mắt người nhìn.",2,True,3561,5
Đăng Ninh cái mả mẹ mày.,2,True,3562,5
"Đăng Ninh, địt mẹ mày.",2,True,3563,5
"Thằng lồn này chỉ biết tham mu, biết cái lồn gì.",2,True,3564,5
"Thằng chó này chỉ biết tham lam, còn biết cái con cặc gì nữa đâu.",2,True,3565,5
"Vãi cả lồng, có mà chùi mép.",2,True,3566,3
Chỉ sợ loại đầu đất ngu si chỉ biết bú fame như mày.,2,True,3567,5
Con Bò đỏ này bị tẩy não rồi nên nó thích làm kiếp trâu hơn làm người.,2,True,3568,5
"Đâu ra cái lồn mà chùi, cái mồm thúi hoắc.",2,True,3569,5
"Vâng, ngài đây cao sang thượng đẳng lắm.",2,True,3570,3
Khôn như cái lồn ấy thầy ạ.,2,True,3571,5
"ĐM mấy con admin page chó ghẻ, đừng có cái kiểu vơ đũa cả nắm, ăn cứt cả đống nhé. 4.5 triệu Đảng viên không phải ai cũng súc vật như mày nói. Cái page chó bẩn ngu si này. Ra đường mà xem, đầy Đảng viên nai lưng còng lưng làm để nuôi cái giống súc vật đéo.",2,True,3572,5
"Chúng mày đừng có buôn chuyện thị phi, khẩu nghiệp nặng vào thì quả báo đéo trượt phát nào đâu con ạ.",2,True,3573,5
Trai tân Hải Phòng với Gái già Sa Đéc!,2,True,3574,1
Nhìn mặt con bé phóng viên như muốn đấm 1 phát cho tỉnh ngộ.,2,True,3575,5
Chương trình xàm lồn.,2,True,3576,4
"Quảng cáo cái đéo gì vậy, ĐM con Yến Nguyễn.",2,True,3577,5
"Cho phép em xả một trận. ĐM mấy thằng hãm lồn đi hát thì như kẹt sỉ, ăn như húc bồn cầu. Tao bao suốt ngày còn bị kêu chặt chém là sao? Loại mất dạy, chúng mày có động mồ động mả gì hả?",2,True,3578,5
Yến xinh thế mà cái mồm sao lắm lời như chó vậy?,2,True,3579,5
"Cái mồm con bò điên này mà đi soi mói người khác thì chắc ung thư lưỡi, ung thư mồm sớm thôi.",2,True,3580,5
Con nhỏ đó phẫu thuật thẩm mỹ nhìn giả trân,2,True,3581,3
"Con đó thẩm mỹ như phò, nhìn như ma nạ",2,True,3582,4
"Chuyện này đâu xa đâu, cái bọn công an giao thông bẩn tính lắm: sáng nay tôi đi tiễn mấy thằng bạn nhập ngũ, mấy thằng công an giao thông đang dẹp đường nó cầm gậy sắt vừa vụt vừa chửi dân như chó điên ""bố mày đập chết cụ mày giờ, địt cụ mày"" mình không thể tin nổi luôn đấy",2,True,3583,5
"Đạo đức mấy thằng chó CSGT nó đâu phải bàn, sáng tiễn bạn nhập ngũ gặp ngay cảnh nó chửi dân như súc vật, thấy mà phát tởm",2,True,3584,5
"Má ơi chịu hết nổi khổ rồi... má từ Việt Nam sang tận Mỹ mà vẫn vậy, hết quan chức Việt lại đến quan chức Tây, gái Việt 3/10 toàn lũ như vậy hết, quá thất vọng",2,True,3585,5
"Trời đất ơi, má ơi khổ quá đi... gái Việt mình từ trong nước ra nước ngoài toàn bị mấy ông quan nhúng chàm, hết ông quan Việt lại đến ông quan Tây, 3 con gái thì hết 1 là dạng này rồi, cay đắng thật sự",2,True,3586,5
Khắc Thành Nguyễn đúng là máu lồn,2,True,3587,5
Khắc Thành Nguyễn đúng là cái loại lồn máu chó,2,True,3588,5
Sao cái miệng nó xấu thế nhỉ.,2,True,3589,3
Cái mồm nó sao mà thối như cái đít thế,2,True,3590,4
"Liên cái lồn, bọn game x mobi chúng nó cũng đóng video quảng cáo chung sân khấu với Táo Quân đó thôi (cũng mặc đồ Táo Quân ké tí fame), đội Táo Quân cũng tập ở đó nên chúng nó ké hình Táo Quân tí thôi chứ cái tuổi con cặc đòi Táo Quân quảng cáo cho, địt mẹ cái bọn seed bẩn",2,True,3591,5
Chí Nhân cái đĩ mẹ,2,True,3592,4
Chí Nhân đúng là đĩ moẹ,2,True,3593,4
"Tú nói: ""Của cho cái lồn này anh Ba"".",2,True,3594,5
"Tú bảo: ""Cho cái lồn nè anh Ba"".",2,True,3595,5
Địt mẹ nó,2,True,3596,5
Địt mẹ mày,2,True,3597,5
Con đĩ bóng ăn cứt,2,True,3598,5
Con bóng đĩ thối hoắc,2,True,3599,5
Biết tụi nó ngu nhưng mà ngu quá thể đáng,2,True,3600,3
Biết bọn nó ngu nhưng mà cái mức ngu nó vượt tầm kiểm soát rồi,2,True,3601,3
"Hàn Quốc nó thượng đẳng lắm, mọi người đừng lo cho Hàn Quốc nữa nha.",2,True,3602,5
"Người Hàn thượng đẳng lắm, dân mình bớt lo cho tụi nó đi",2,True,3603,5
"Ngày xưa người Nam Kỳ chúng ta sống tử tế hơn, bây giờ có lũ tiểu nhân rau má và lũ thượng đẳng ngàn năm văn vật đi vào cướp của, cướp đất người Nam Kỳ, người Nam Kỳ chúng ta bị nhiễm văn hóa của ngàn năm văn vật của lũ lừa đảo con hoang",2,True,3604,5
"Ngày xưa người Nam Kỳ mình sống tốt đẹp hơn, giờ toàn bọn tiểu nhân rau má với lũ thượng đẳng văn vật ngàn năm vào cướp đất cướp của, dân mình bị lây văn hóa đểu cáng của bọn lừa đảo con hoang này rồi",2,True,3605,5
Bọn côn đồ cục súc vô nhân tính đề nghị Việt Nam. Nhà nước Việt Nam ban thưởng.,2,True,3606,5
"Lũ côn đồ cục súc vô nhân tính, đề nghị nhà nước Việt Nam trao huân chương cho chúng nó.",2,True,3607,5
"Đông Lào thì sơn nữa xe phía sau là xe tăng! 2 bên hông ghi rất to hàng chữ ""người có uy tín"" để bà con né cho xa!",2,True,3608,5
"Ở Đông Lào xe máy có sơn sọc phía sau là xe tăng, hai bên hông ghi to đùng chữ ""người có uy tín"" để dân tình còn tránh xa",2,True,3609,5
Họ xây dựng tượng đài hoành tráng hơn là xây trường học cho con em chúng ta.,2,True,3610,3
Lũ đó xây tượng đài to đùng như cái lồn còn trường học thì mốc meo như cái chuồng heo vậy đó.,2,True,3611,5
Ông thầy Lol hôm trước bảo không reaction nữa sau vụ Hương Ly mà vẫn lôi ra làm gì vậy trời 😂😂😂,2,True,3612,2
"Thằng Lol hôm bữa tuyên bố nghỉ chơi vụ Hương Ly rồi mà giờ lại lên mặt dạy đời nữa hả, đúng là tấu hài vl.",2,True,3613,2
"Ai cho phép lũ phản quốc, bán nước về đây? Bọn mày mơ hão huyền à...",2,True,3614,5
"Lũ chó săn Tổ Quốc kia cóc chân về đây làm đéo gì? Mơ mộng hão huyền à, cút mẹ đi.",2,True,3615,5
Xuân Hiển cái con cặc gì mà ghê gớm vậy cha nội :vvv,2,True,3616,3
"Tưởng Xuân Hiển cái lồn gì mà ghê vậy cha nội, như ba con chó vậy đó :vvv",2,True,3617,3
Mày nói dối như lồn do bọn lính am binh.,2,True,3618,4
Mày xạo lol do đám lính ngu si.,2,True,3619,4
"Không biết thì câm mồm lại đi. Chỗ đó là long mạch đất nước đấy, ""chuẩn bị đầu tư 20 tỷ để vét máng cho sạch đó"" :))))).",2,True,3620,4
"Không biết thì ngậm cái mồm lại. Chỗ đó là long mạch của đất nước đấy, ""chuẩn bị đổ 20 tỷ vào túi riêng để vét máng cho sạch"" :))))).",2,True,3621,4
Ông nên xuống địa ngục chơi với Diêm Vương cho đỡ tức cái lồn đi.,2,True,3622,4
Ông nên xuống địa phủ làm bạn với Diêm Vương cho đỡ ngứa ass đi.,2,True,3623,4
Giờ không đánh thì chúng nó cũng bôi nhọ cờ đỏ sao vàng là bọn khủng bố. Cần phải dẹp ngay lũ khủng bố này ra khỏi xã hội Việt Nam và cả nhân loại đi 😉,2,True,3624,5
Giờ không khéo là chúng nó tuyên bố cờ đỏ sao vàng là bọn khủng bố rồi. Cần phải tống cổ hết lũ khủng bố này ra khỏi Việt Nam và cả địa cầu này đi 😉,2,True,3625,5
"MCVMedia, đừng có so sánh Lisa nhà tui với mấy con đĩ đó.",2,True,3626,5
"MCVMedia, đừng có đem Lisa nhà tao ra so với mấy con nhỏ đó, óc chó à.",2,True,3627,5
Còn đó bị bệnh ngu.,2,True,3628,5
Đứa nào còn đấy bị ngu như bò.,2,True,3629,5
Anh Minh chậm cái địt bầm m.,2,True,3630,5
Anh Minh chậm như con rùa đội quần.,2,True,3631,5
"Chỗ tao làm nhiều thằng đái xong nước nó vương vãi ra thành bồn. Đái xong còn đứng rung rung cái lồn cho sạch. Bồn cầu thì dính nước đái vàng khè, đéo quan tâm. Đm mỗi lần tao vào thấy vậy chỉ muốn chúng nó chuyển giới hết mẹ đi cho đái ngồi. Con người chứ có phải chó đâu.",2,True,3632,5
"Chỗ tao làm có thằng đái xong nước đái văng tứ tung, còn đái xong đứng rung rung con cu cho nó khô. Bồn cầu thì dơ như cứt, đái vàng khè mà đéo thèm lau. Đm mỗi lần thấy cảnh đó tao chỉ muốn chúng nó biến hết thành bê đê rồi chuyển giới mẹ đi cho đái ngồi cho sạch. Con người mà như chó vậy.",2,True,3633,5
Ba cái đồ dơ dáy :)),2,True,3634,5
Ba cái thằng bá dơ như cứt :)),2,True,3635,5
"Trần Dần bị tâm thần, bịa chuyện nói có, không nói có làm cộng đồng người Việt ở Mỹ bức xúc. Truyền thông pho bolsa TV giống Trần Dần bịa đặt hết.",2,True,3636,5
"Trần Dần bị điên à, bịa chuyện nói có không nói có làm bà con Việt kiều Mỹ sôi máu. Bọn truyền thông phố bolsa như Trần Dần bịa đặt không biết ngượng.",2,True,3637,5
"Xuất cái lồn, đm quần áo Việt Nam nhập siêu TQ 70% còn xuất cl gì nữa.",2,True,3638,5
"Xuất cl gì mà xuất, đm quần áo Việt Nam toàn nhập từ TQ về bán chứ xuất cái lồn gì.",2,True,3639,5
"Dạo này thấy mấy đứa khoe của trên mạng nhiều vãi lồn, toàn mấy đứa simp lỏ, đúng là tốn calo.",2,True,3640,3
"Bọn mày sủa bậy như lũ chó điên! Nói thẳng ra thì có chết ai, cứ vòng vo tam quốc làm gì cho mệt, đúng là óc chó.",2,True,3641,5
"Đúng là giàu sụ mà cái não nó để quên ở nhà, nhìn cái cách hành xử đúng là chỉ muốn đấm vào mồm.",2,True,3642,4
"Mấy con đĩ đen đẹp đẽ bú cặc giỏi vãi lồn, cầu mong cho chúng nó ăn đẫy vào.",2,True,3643,5
"Admin nói như shit, đúng là đồ óc lợn, nói năng ngu xuẩn như bò.",2,True,3644,5
"Không có đạo đức gì sất, đúng là loại người như cứt.",2,True,3645,4
"Thằng Khanh Phạm dốt nát, nghe lời mấy thằng 3/// dẻo mồm tiêm nhiễm thì giờ thành cái loại như này. Chắc mấy đứa 3/// nó tự nhiễm rồi về Việt Nam làm cái ổ dịch, xong lên mạng chửi bới nhà nước rồi gây bạo loạn, đúng là lũ phản quốc khốn nạn.",2,True,3646,5
"Mấy ông mấy bác xử mạnh mấy thằng tham nhũng đi, tử hình hết, lấy tiền đó lo cho dân thì đéo ai rảnh mà đi làm phản động đâu, đúng là bọn lãnh đạo ngu xuẩn.",2,True,3647,4
Tổ sư bố mấy thằng thần kinh! Đúng là chỉ có mấy thằng điên mới làm mấy trò này.,2,True,3648,4
"Cái trang lồn trâu này đéo khác gì Việt Tân, fan thì toàn bô lão, chỉ biết gây thù chuốc oán. Mấy thằng trên cmt suy nghĩ lệch lạc cũng đéo khác gì lũ bán nước.",2,True,3649,5
"Thằng cha nội đó chửi con đĩ kia nghe đã cái nư ghê, đúng là đáng đời con đĩ.",2,True,3650,4
"Chị ba tiền chị như giấy chùi lồn em, mặt chị xấu hơn lồn em nữa, chị ba sủa nhiều vậy em không cần đồng tiền bẩn của chị.",2,True,3651,5
"Nhìn mặt như thằng điên, đúng là hãm lồn hết chỗ nói.",2,True,3652,4
"Sống như chó thế, cách ly cả nhà nó chưa đủ hay sao mà phải liên lụy cả làng mới chịu hả trời?",2,True,3653,5
"Tiên sư cha nhà mày, trong đó chỉ có bộ trưởng bộ văn hóa thể thao và du lịch của Việt Nam, ông Trần Anh Tuấn phó chủ tịch VFF và mấy quan chức liên đoàn trao thưởng chụp ảnh lưu niệm thôi mà cũng gọi là quan chức lũ ngu à? Đúng là óc chó.",2,True,3654,5
"Đúng là con cháu công an cộng sản thì bản chất đểu cáng, trơ trẽn là chuẩn bài rồi.",2,True,3655,5
"Mấy thằng cha con cháu nội của mấy ông công an csvn thì bản chất láo lếu, mặt dày thì đâu mà chả phải thế, từ trong máu nó ra hết rồi.",2,True,3656,5
Nhà giàu có mấy người bị bệnh nan y mà chẳng có tiền để chữa trị thì khổ thật đấy.,2,True,3657,2
"Nhà có trâm anh thế phiệt, dòng dõi trâm anh thế phiệt mà lại có người mắc bệnh hiểm nghèo không có tiền chữa trị thì thật đáng thương.",2,True,3658,2
"Hát hay thì like, dở thì un-like, có gì lạ đâu mà phải hỏi? Sinh ra cái nút un-like để làm chi? Hát như hạch mà không cho người ta chửi thì có mà lạ đời.",2,True,3659,4
"Thân Hoài Thương ư? Hát hay thì nhấn like, dở thì nhấn dislike, có gì sai? Tại sao lại thế nhỉ? Nút dislike sinh ra để làm cảnh à? Hát như hạch thì chê là phải.",2,True,3660,4
"Đúng là bọn CS chỉ biết cướp ngày, đút túi tiền tỉ để cho gia đình con cái sang nước ngoài hưởng thụ, còn dân đen thì chỉ biết làm bia đỡ đạn, làm con tốt thí mạng cho tàu khựa thôi.",2,True,3661,5
"Đi du lịch nước ngoài tốn cả triệu đô, chỉ có mấy ông cán bộ CS to bự mới có tiền cho cả nhà đi định cư sung sướng. Còn mấy đứa bò đỏ cuồng tín thì mơ hão thôi, chỉ biết làm bia đỡ đạn cho giặc Tàu.",2,True,3662,5
"Đúng là bọn ""TAND BT"" nhận tiền nên mới xử án như vậy, đúng là bọn súc vật.",2,True,3663,5
"Mấy thằng ""TAND BT"" ăn tiền nên mới xử như vậy, đúng là lũ cầm thú mất nhân tính.",2,True,3664,5
Tụi nó chắc chắn cùng phe với cái đám xộn lào đó rồi.,2,True,3665,5
Chắc hẳn mấy người đang nói chuyện cũng cùng hội với cái đám làm loạn đó.,2,True,3666,5
"Mày nói gì nói anh Đỗ, đồ khốn nạn.",2,True,3667,5
"Mẹ kiếp, đồ khốn nạn, dám chửi anh Đỗ của tao.",2,True,3668,5
Vậy là Phúc 'nghẹo' đã chính thức kêu gọi toàn dân kháng chiến.,2,True,3669,4
Đấy là cái cách mà ông già xạo l*n của các người được tắm bồn như bà hoàng.,2,True,3670,5
Tui chắc chắn mấy ông bà cũng thuộc cái nhóm xộn lào đó thôi.,2,True,3671,5
"Ông già xạo l*n của các bạn được tắm bồn Thái Lan đấy, hài vãi.",2,True,3672,5
Nhờ có nó tố cáo mà mọi người biết thằng nào là thằng mặt heo.,2,True,3673,5
Nhờ nó tố cáo mà ai cũng biết thằng nào mặt dày như heo.,2,True,3674,5
"Ở Việt Nam, bọn nó ăn tiền bồi thường ô nhiễm của người dân. Ở Việt Nam! Bọn nó nhận tiền để làm ngơ cho Formosa gây ô nhiễm.",2,True,3675,5
"Chúng nó nhận tiền bồi thường thiệt hại từ vụ Formosa ngay trên đất Việt Nam, đúng là ăn trên xương máu đồng bào.",2,True,3676,5
"Nghe đâu mỗi năm tốn cả đống tiền để duy trì cái xác sống kiếp cướp bóc của chúng nó. Kinh, ngay cả xác cha già chúng nó cũng không tha, xơi luôn. Bao nhiêu năm rồi nhỉ?!",2,True,3677,5
"Nghe đâu mỗi năm tốn cả nghìn tỉ để nuôi sống cái băng đảng cướp bóc của chúng nó. Đúng là táng tận lương tâm, ngay cả người đã khuất cũng không tha.",2,True,3678,5
"Im ngay đi ông thần, cái mặt như cái đít mà bày đặt nguy hiểm.",2,True,3679,5
"Câm mồm ngay đi, không thôi là tui cho ăn đấm sưng mỏ bây giờ.",2,True,3680,5
"Cứ việc đăng lên Facebook đi, tụi tui đang chờ chực để sổ xoáy ông đây :D",2,True,3681,4
"Lên chức rồi à mà làm màu thế, hay lại chuẩn bị đi leo rank?",2,True,3682,4
"Trần Dần đúng là một thằng tinh trùng bị lỗi gen, đẻ ra không nên hình hài.",2,True,3683,5
"Mẹ kiếp con chó ghẻ, nhìn cái mặt đã thấy muốn đấm.",2,True,3684,5
"Bố khinh mấy đứa bệnh hoạn, dcm chúng mày làm bố tức muốn nổ con cặc.",2,True,3685,5
"Huỳnh Hòa Quang, mày bốc phét trên mạng làm gì, giờ bị vạch trần mặt nạ rồi, tính sao? Chơi hay nghỉ? Sao mà ăn được ca sĩ?",2,True,3686,4
"HUI bây giờ ngon vậy, hồi tui học thì nó còn nuôi cả đàn bò, tin vào sự lãnh đạo của Đảng và Nhà nước vãi chưởng :))))",2,True,3687,3
Con điên này đúng là không tầm thường.,2,True,3688,4
Mày thích chửi cha mày hả? Tao chỉ góp ý bình thường thôi mà mày phản ứng thái quá. Trải qua bao nhiêu chuyện như vậy ai mà không thay đổi?,2,True,3689,3
"Đinh Phước, mày nói nhảm như con bò, nhai đi nhai lại như máy, không ai bênh mày đâu.",2,True,3690,5
Cái thằng tung cựa này lại đi trước chúng ta à! Đã duyệt bao nhiêu tượng đài tốn bao nhiêu tiền tỷ rồi mà không có cái nào to nhất để phá dỡ sao? Các đồng chí về viết kiểm điểm hết đi!,2,True,3691,4
"Thật ra Mỹ chỉ chống học thuyết cộng sản và các nước gây bất ổn, chứ Mỹ không coi độc tài là kẻ thù nếu chỉ làm khổ dân nước họ mà không ảnh hưởng đến Mỹ. Đến giờ các quốc gia...",2,True,3692,3
"Đi cách ly chứ đâu phải đi nghỉ dưỡng mà đòi hỏi như bố đời vậy, đồ điên!",2,True,3693,5
Mày chỉ còn 11 ngày để sống trên cõi đời này thôi! Tao đang cố gắng dạy dỗ mày những điều hay lẽ phải mà sao mày cứ sủa bậy như chó vậy hả Trần Đần.,2,True,3694,5
"Mày còn 11 ngày để tận hưởng cuộc đời, đồ óc chó Trần Đần! Tao dạy mày làm người tử tế mà mày cứ sủa như con điên vậy?",2,True,3695,5
"Cả cái thằng admin máu lồn dạo này cứ đăng mấy cái thứ nhảm nhí như cặc. Không có tiền mua hộp cơm 200k thì cút mẹ về nhà tự nấu mà ăn, bày đặt soi mói cái lồn gì?",2,True,3696,5
"Đúng là cái thằng admin page này đúng là cái đồ đầu đất, suốt ngày đăng mấy bài xàm xí đái. Ghét cay ghét đắng cái món hộp cơm 200k, không thì biến mẹ về nhà mà tự nấu, làm gì phải xía vào cái lồn?",2,True,3697,5
"Nhìn cái mặt thầy mà xem, y như con nghiện thiếu thuốc vậy đó.",2,True,3698,4
"Thầy giáo nhìn cứ như thằng nghiện nặng vậy á, thiếu thuốc hay sao mà mặt mày xanh lét thế?",2,True,3699,4
"Ảnh hưởng cái đéo gì. Chúng nó bán hết rồi còn đâu, dm!",2,True,3700,4
"Ảnh hưởng cl gì nữa, chúng nó bán sạch rồi còn cái nịt!",2,True,3701,4
"Phương Minn ơi, sao có nhiều đứa lạ lồn vậy trời. Hát dở thì người ta chê là đúng rồi. Thật sự không thể nghe nổi nhạc của Jack, tụi mày cứ khen hoài nó có khá lên được đâu.",2,True,3702,5
"Trời ơi Phương Minn, mấy đứa fan của nó lạ lồn thật sự. Hát dở thì bị chê thôi chứ có gì đâu mà phản ứng. Nhạc Jack nghe như lồn, khen mãi cũng chả hay lên được tí nào.",2,True,3703,5
"Phá sản rồi thì đi làm đĩ cái cho rồi, còn gì để mất nữa đâu.",2,True,3704,5
"Thất nghiệp phá sản rồi thì rủ nhau đi làm gái đĩ đi cho nó bớt nhục, abr!",2,True,3705,5
Tui tin là boác kính yêu nói được 29 thứ tiếng đó mọi người. Chắc là boác chỉ nói được chữ 'Hello' bằng 29 thứ tiếng thôi. Mấy đứa bưng bô xạo lồn nói là boác nói được 29 thứ tiếng.,2,True,3706,5
Tin sái cổ cái mồm boác nói được 29 thứ tiếng. Chắc là biết mỗi chữ 'Hi' bằng 29 thứ tiếng thôi chứ đâu. Mấy đứa a dua a tòng bốc phét như đúng rồi.,2,True,3707,5
"Hoangg An ơi, nhìn con đĩ sena kia kìa, đau hết cả mắt.",2,True,3708,5
"Nhìn con đĩ sena đang diễn kìa Hoangg An, nhìn muốn lòi con mắt ra.",2,True,3709,5
ĐM Hồ Chí Minh!,2,True,3710,5
Ghét bỏ cái lol Hồ Chí Minh!,2,True,3711,5
